police_district,analysis_neighborhood,time_of_day,incident_count,normalized_incidents,cluster
INGLESIDE,West of Twin Peaks,19,2,-0.28770227932114,0
INGLESIDE,West of Twin Peaks,20,3,-0.28333390185552926,0
INGLESIDE,West of Twin Peaks,21,1,-0.2920706567867508,0
INGLESIDE,West of Twin Peaks,23,1,-0.2920706567867508,0
MISSION,Bernal Heights,20,1,-0.2920706567867508,0
MISSION,Castro/Upper Market,0,2,-0.28770227932114,0
MISSION,Castro/Upper Market,1,2,-0.28770227932114,0
MISSION,Castro/Upper Market,2,2,-0.28770227932114,0
MISSION,Castro/Upper Market,3,1,-0.2920706567867508,0
MISSION,Castro/Upper Market,4,1,-0.2920706567867508,0
MISSION,Castro/Upper Market,5,1,-0.2920706567867508,0
MISSION,Castro/Upper Market,6,1,-0.2920706567867508,0
MISSION,Castro/Upper Market,7,5,-0.2745971469243077,0
MISSION,Castro/Upper Market,8,3,-0.28333390185552926,0
MISSION,Castro/Upper Market,9,1,-0.2920706567867508,0
MISSION,Castro/Upper Market,10,10,-0.2527552595962538,0
MISSION,Castro/Upper Market,11,7,-0.26586039199308614,0
MISSION,Castro/Upper Market,12,7,-0.26586039199308614,0
MISSION,Castro/Upper Market,13,3,-0.28333390185552926,0
MISSION,Castro/Upper Market,14,3,-0.28333390185552926,0
MISSION,Castro/Upper Market,15,1,-0.2920706567867508,0
MISSION,Castro/Upper Market,16,7,-0.26586039199308614,0
MISSION,Castro/Upper Market,17,5,-0.2745971469243077,0
MISSION,Castro/Upper Market,18,1,-0.2920706567867508,0
MISSION,Castro/Upper Market,19,8,-0.26149201452747534,0
MISSION,Castro/Upper Market,20,5,-0.2745971469243077,0
MISSION,Castro/Upper Market,21,5,-0.2745971469243077,0
MISSION,Castro/Upper Market,22,3,-0.28333390185552926,0
MISSION,Castro/Upper Market,23,1,-0.2920706567867508,0
MISSION,Mission,0,255,0.817497219478387,4
MISSION,Mission,1,229,0.7039194053725067,4
MISSION,Mission,2,161,0.40686973771097384,4
MISSION,Mission,3,124,0.24523977148337503,4
MISSION,Mission,4,105,0.16224059963677023,4
MISSION,Mission,5,117,0.21466112922409958,4
MISSION,Mission,6,154,0.3762910954516984,4
MISSION,Mission,7,292,0.9791271857059859,2
MISSION,Mission,8,363,1.2892819857643512,2
MISSION,Mission,9,384,1.3810179125421775,2
MISSION,Mission,10,399,1.4465435745263393,2
MISSION,Mission,11,400,1.45091195199195,2
MISSION,Mission,12,486,1.826592414034477,2
MISSION,Mission,13,508,1.9226967182779142,2
MISSION,Mission,14,426,1.5644897660978303,2
MISSION,Mission,15,450,1.669330825272489,2
MISSION,Mission,16,527,2.0056958901245188,2
MISSION,Mission,17,483,1.8134872816376446,2
MISSION,Mission,18,391,1.411596554801453,2
MISSION,Mission,19,419,1.5339111238385548,2
MISSION,Mission,20,359,1.2718084759019082,2
MISSION,Mission,21,347,1.2193879463145787,2
MISSION,Mission,22,327,1.1320203970023632,2
MISSION,Mission,23,311,1.0621263575525908,2
MISSION,Noe Valley,6,1,-0.2920706567867508,0
MISSION,Noe Valley,7,2,-0.28770227932114,0
MISSION,Noe Valley,8,2,-0.28770227932114,0
MISSION,Noe Valley,9,5,-0.2745971469243077,0
MISSION,Noe Valley,10,4,-0.27896552438991845,0
MISSION,Noe Valley,11,3,-0.28333390185552926,0
MISSION,Noe Valley,12,1,-0.2920706567867508,0
MISSION,Noe Valley,13,1,-0.2920706567867508,0
MISSION,Noe Valley,14,2,-0.28770227932114,0
MISSION,Noe Valley,15,3,-0.28333390185552926,0
MISSION,Noe Valley,16,2,-0.28770227932114,0
MISSION,Noe Valley,17,2,-0.28770227932114,0
MISSION,Noe Valley,18,1,-0.2920706567867508,0
MISSION,Noe Valley,19,5,-0.2745971469243077,0
MISSION,Noe Valley,20,3,-0.28333390185552926,0
MISSION,Noe Valley,21,2,-0.28770227932114,0
MISSION,Noe Valley,22,1,-0.2920706567867508,0
MISSION,Twin Peaks,9,1,-0.2920706567867508,0
NORTHERN,Haight Ashbury,7,2,-0.28770227932114,0
NORTHERN,Haight Ashbury,8,1,-0.2920706567867508,0
NORTHERN,Haight Ashbury,11,1,-0.2920706567867508,0
NORTHERN,Haight Ashbury,13,1,-0.2920706567867508,0
NORTHERN,Haight Ashbury,14,1,-0.2920706567867508,0
NORTHERN,Haight Ashbury,17,1,-0.2920706567867508,0
NORTHERN,Hayes Valley,0,12,-0.24401850466503222,0
NORTHERN,Hayes Valley,1,17,-0.22217661733697833,0
NORTHERN,Hayes Valley,2,25,-0.1872295976120921,0
NORTHERN,Hayes Valley,3,20,-0.209071484940146,0
NORTHERN,Hayes Valley,4,11,-0.248386882130643,0
NORTHERN,Hayes Valley,5,33,-0.15228257788720587,0
NORTHERN,Hayes Valley,6,20,-0.209071484940146,0
NORTHERN,Hayes Valley,7,41,-0.11733555816231964,0
NORTHERN,Hayes Valley,8,64,-0.016862876453271714,0
NORTHERN,Hayes Valley,9,60,-0.03433638631571483,0
NORTHERN,Hayes Valley,10,59,-0.03870476378132561,0
NORTHERN,Hayes Valley,11,62,-0.02559963138449327,0
NORTHERN,Hayes Valley,12,56,-0.05180989617815795,0
NORTHERN,Hayes Valley,13,44,-0.1042304257654873,0
NORTHERN,Hayes Valley,14,70,0.00934738834039296,0
NORTHERN,Hayes Valley,15,69,0.0049790108747821814,0
NORTHERN,Hayes Valley,16,72,0.01808414327161452,0
NORTHERN,Hayes Valley,17,52,-0.06928340604060107,0
NORTHERN,Hayes Valley,18,44,-0.1042304257654873,0
NORTHERN,Hayes Valley,19,50,-0.07802016097182263,0
NORTHERN,Hayes Valley,20,26,-0.18286122014648132,0
NORTHERN,Hayes Valley,21,17,-0.22217661733697833,0
NORTHERN,Hayes Valley,22,25,-0.1872295976120921,0
NORTHERN,Hayes Valley,23,21,-0.2047031074745352,0
NORTHERN,Japantown,1,1,-0.2920706567867508,0
NORTHERN,Japantown,2,1,-0.2920706567867508,0
NORTHERN,Japantown,8,1,-0.2920706567867508,0
NORTHERN,Japantown,11,1,-0.2920706567867508,0
NORTHERN,Japantown,12,2,-0.28770227932114,0
NORTHERN,Japantown,13,3,-0.28333390185552926,0
NORTHERN,Japantown,14,3,-0.28333390185552926,0
NORTHERN,Japantown,16,2,-0.28770227932114,0
NORTHERN,Japantown,17,2,-0.28770227932114,0
NORTHERN,Japantown,18,3,-0.28333390185552926,0
NORTHERN,Japantown,19,4,-0.27896552438991845,0
NORTHERN,Japantown,20,3,-0.28333390185552926,0
NORTHERN,Japantown,21,1,-0.2920706567867508,0
NORTHERN,Japantown,23,1,-0.2920706567867508,0
NORTHERN,Marina,0,9,-0.2571236370618646,0
NORTHERN,Marina,1,19,-0.21343986240575677,0
NORTHERN,Marina,2,17,-0.22217661733697833,0
NORTHERN,Marina,3,10,-0.2527552595962538,0
NORTHERN,Marina,4,15,-0.23091337226819988,0
NORTHERN,Marina,5,8,-0.26149201452747534,0
NORTHERN,Marina,6,14,-0.23528174973381066,0
NORTHERN,Marina,7,23,-0.19596635254331365,0
NORTHERN,Marina,8,18,-0.21780823987136755,0
NORTHERN,Marina,9,34,-0.1479142004215951,0
NORTHERN,Marina,10,31,-0.16101933281842742,0
NORTHERN,Marina,11,29,-0.16975608774964898,0
NORTHERN,Marina,12,27,-0.17849284268087054,0
NORTHERN,Marina,13,26,-0.18286122014648132,0
NORTHERN,Marina,14,17,-0.22217661733697833,0
NORTHERN,Marina,15,43,-0.10859880323109808,0
NORTHERN,Marina,16,26,-0.18286122014648132,0
NORTHERN,Marina,17,19,-0.21343986240575677,0
NORTHERN,Marina,18,38,-0.13044069055915197,0
NORTHERN,Marina,19,37,-0.13480906802476275,0
NORTHERN,Marina,20,26,-0.18286122014648132,0
NORTHERN,Marina,21,36,-0.13917744549037353,0
NORTHERN,Marina,22,16,-0.2265449948025891,0
NORTHERN,Marina,23,26,-0.18286122014648132,0
NORTHERN,Nob Hill,0,25,-0.1872295976120921,0
NORTHERN,Nob Hill,1,20,-0.209071484940146,0
NORTHERN,Nob Hill,2,30,-0.1653877102840382,0
NORTHERN,Nob Hill,3,16,-0.2265449948025891,0
NORTHERN,Nob Hill,4,18,-0.21780823987136755,0
NORTHERN,Nob Hill,5,18,-0.21780823987136755,0
NORTHERN,Nob Hill,6,30,-0.1653877102840382,0
NORTHERN,Nob Hill,7,36,-0.13917744549037353,0
NORTHERN,Nob Hill,8,59,-0.03870476378132561,0
NORTHERN,Nob Hill,9,50,-0.07802016097182263,0
NORTHERN,Nob Hill,10,41,-0.11733555816231964,0
NORTHERN,Nob Hill,11,39,-0.1260723130935412,0
NORTHERN,Nob Hill,12,50,-0.07802016097182263,0
NORTHERN,Nob Hill,13,72,0.01808414327161452,0
NORTHERN,Nob Hill,14,47,-0.09112529336865496,0
NORTHERN,Nob Hill,15,36,-0.13917744549037353,0
NORTHERN,Nob Hill,16,41,-0.11733555816231964,0
NORTHERN,Nob Hill,17,38,-0.13044069055915197,0
NORTHERN,Nob Hill,18,66,-0.008126121522050155,0
NORTHERN,Nob Hill,19,62,-0.02559963138449327,0
NORTHERN,Nob Hill,20,43,-0.10859880323109808,0
NORTHERN,Nob Hill,21,27,-0.17849284268087054,0
NORTHERN,Nob Hill,22,42,-0.11296718069670886,0
NORTHERN,Nob Hill,23,24,-0.19159797507770288,0
NORTHERN,Pacific Heights,0,8,-0.26149201452747534,0
NORTHERN,Pacific Heights,1,8,-0.26149201452747534,0
NORTHERN,Pacific Heights,2,5,-0.2745971469243077,0
NORTHERN,Pacific Heights,3,3,-0.28333390185552926,0
NORTHERN,Pacific Heights,4,7,-0.26586039199308614,0
NORTHERN,Pacific Heights,5,7,-0.26586039199308614,0
NORTHERN,Pacific Heights,6,7,-0.26586039199308614,0
NORTHERN,Pacific Heights,7,12,-0.24401850466503222,0
NORTHERN,Pacific Heights,8,11,-0.248386882130643,0
NORTHERN,Pacific Heights,9,13,-0.23965012719942144,0
NORTHERN,Pacific Heights,10,18,-0.21780823987136755,0
NORTHERN,Pacific Heights,11,10,-0.2527552595962538,0
NORTHERN,Pacific Heights,12,16,-0.2265449948025891,0
NORTHERN,Pacific Heights,13,11,-0.248386882130643,0
NORTHERN,Pacific Heights,14,10,-0.2527552595962538,0
NORTHERN,Pacific Heights,15,9,-0.2571236370618646,0
NORTHERN,Pacific Heights,16,8,-0.26149201452747534,0
NORTHERN,Pacific Heights,17,13,-0.23965012719942144,0
NORTHERN,Pacific Heights,18,13,-0.23965012719942144,0
NORTHERN,Pacific Heights,19,23,-0.19596635254331365,0
NORTHERN,Pacific Heights,20,9,-0.2571236370618646,0
NORTHERN,Pacific Heights,21,4,-0.27896552438991845,0
NORTHERN,Pacific Heights,22,7,-0.26586039199308614,0
NORTHERN,Pacific Heights,23,5,-0.2745971469243077,0
NORTHERN,Presidio,9,1,-0.2920706567867508,0
NORTHERN,Presidio,19,1,-0.2920706567867508,0
NORTHERN,Russian Hill,0,25,-0.1872295976120921,0
NORTHERN,Russian Hill,1,20,-0.209071484940146,0
NORTHERN,Russian Hill,2,18,-0.21780823987136755,0
NORTHERN,Russian Hill,3,14,-0.23528174973381066,0
NORTHERN,Russian Hill,4,12,-0.24401850466503222,0
NORTHERN,Russian Hill,5,8,-0.26149201452747534,0
NORTHERN,Russian Hill,6,9,-0.2571236370618646,0
NORTHERN,Russian Hill,7,22,-0.20033473000892443,0
NORTHERN,Russian Hill,8,60,-0.03433638631571483,0
NORTHERN,Russian Hill,9,77,0.03992603059966841,0
NORTHERN,Russian Hill,10,58,-0.04307314124693639,0
NORTHERN,Russian Hill,11,52,-0.06928340604060107,0
NORTHERN,Russian Hill,12,41,-0.11733555816231964,0
NORTHERN,Russian Hill,13,54,-0.060546651109379505,0
NORTHERN,Russian Hill,14,49,-0.0823885384374334,0
NORTHERN,Russian Hill,15,59,-0.03870476378132561,0
NORTHERN,Russian Hill,16,47,-0.09112529336865496,0
NORTHERN,Russian Hill,17,54,-0.060546651109379505,0
NORTHERN,Russian Hill,18,69,0.0049790108747821814,0
NORTHERN,Russian Hill,19,68,0.0006106334091714026,0
NORTHERN,Russian Hill,20,39,-0.1260723130935412,0
NORTHERN,Russian Hill,21,39,-0.1260723130935412,0
NORTHERN,Russian Hill,22,48,-0.08675691590304418,0
NORTHERN,Russian Hill,23,35,-0.1435458229559843,0
NORTHERN,Tenderloin,0,200,0.5772364588697941,4
NORTHERN,Tenderloin,1,152,0.36755434052047686,4
NORTHERN,Tenderloin,2,143,0.3282389433299798,4
NORTHERN,Tenderloin,3,113,0.19718761936165646,4
NORTHERN,Tenderloin,4,103,0.15350384470554868,4
NORTHERN,Tenderloin,5,130,0.27145003627703973,4
NORTHERN,Tenderloin,6,162,0.41123811517658465,4
NORTHERN,Tenderloin,7,260,0.839339106806441,2
NORTHERN,Tenderloin,8,275,0.9048647687906026,2
NORTHERN,Tenderloin,9,339,1.1844409265896925,2
NORTHERN,Tenderloin,10,322,1.1101785096743093,2
NORTHERN,Tenderloin,11,405,1.472753839320004,2
NORTHERN,Tenderloin,12,382,1.372281157610956,2
NORTHERN,Tenderloin,13,390,1.4072281773358422,2
NORTHERN,Tenderloin,14,395,1.429070064663896,2
NORTHERN,Tenderloin,15,409,1.490227349182447,2
NORTHERN,Tenderloin,16,417,1.5251743689073332,2
NORTHERN,Tenderloin,17,392,1.4159649322670638,2
NORTHERN,Tenderloin,18,278,0.9179699011874349,2
NORTHERN,Tenderloin,19,285,0.9485485434467105,2
NORTHERN,Tenderloin,20,248,0.7869185772191116,4
NORTHERN,Tenderloin,21,277,0.9136015237218241,2
NORTHERN,Tenderloin,22,270,0.8830228814625487,2
NORTHERN,Tenderloin,23,237,0.738866425097393,4
NORTHERN,Western Addition,0,103,0.15350384470554868,4
NORTHERN,Western Addition,1,60,-0.03433638631571483,0
NORTHERN,Western Addition,2,78,0.04429440806527919,0
NORTHERN,Western Addition,3,57,-0.04744151871254717,0
NORTHERN,Western Addition,4,78,0.04429440806527919,0
NORTHERN,Western Addition,5,82,0.06176791792772231,4
NORTHERN,Western Addition,6,114,0.20155599682726724,4
NORTHERN,Western Addition,7,141,0.31950218839875827,4
NORTHERN,Western Addition,8,167,0.4330800025046385,4
NORTHERN,Western Addition,9,199,0.5728680814041834,4
NORTHERN,Western Addition,10,195,0.5553945715417403,4
NORTHERN,Western Addition,11,194,0.5510261940761296,4
NORTHERN,Western Addition,12,196,0.559762949007351,4
NORTHERN,Western Addition,13,212,0.6296569884571236,4
NORTHERN,Western Addition,14,169,0.4418167574358601,4
NORTHERN,Western Addition,15,201,0.5816048363354049,4
NORTHERN,Western Addition,16,207,0.6078151011290697,4
NORTHERN,Western Addition,17,190,0.5335526842136865,4
NORTHERN,Western Addition,18,228,0.699551027906896,4
NORTHERN,Western Addition,19,176,0.47239539969513555,4
NORTHERN,Western Addition,20,127,0.25834490388020737,4
NORTHERN,Western Addition,21,115,0.20592437429287802,4
NORTHERN,Western Addition,22,124,0.24523977148337503,4
NORTHERN,Western Addition,23,107,0.1709773545679918,4
PARK,Castro/Upper Market,0,1,-0.2920706567867508,0
PARK,Castro/Upper Market,3,1,-0.2920706567867508,0
PARK,Castro/Upper Market,5,2,-0.28770227932114,0
PARK,Castro/Upper Market,6,1,-0.2920706567867508,0
PARK,Castro/Upper Market,7,2,-0.28770227932114,0
PARK,Castro/Upper Market,8,1,-0.2920706567867508,0
PARK,Castro/Upper Market,9,2,-0.28770227932114,0
PARK,Castro/Upper Market,10,2,-0.28770227932114,0
PARK,Castro/Upper Market,11,2,-0.28770227932114,0
PARK,Castro/Upper Market,12,4,-0.27896552438991845,0
PARK,Castro/Upper Market,14,2,-0.28770227932114,0
PARK,Castro/Upper Market,15,2,-0.28770227932114,0
PARK,Castro/Upper Market,16,1,-0.2920706567867508,0
PARK,Castro/Upper Market,17,1,-0.2920706567867508,0
PARK,Castro/Upper Market,18,6,-0.2702287694586969,0
PARK,Castro/Upper Market,19,1,-0.2920706567867508,0
PARK,Castro/Upper Market,21,1,-0.2920706567867508,0
PARK,Castro/Upper Market,22,1,-0.2920706567867508,0
PARK,Castro/Upper Market,23,1,-0.2920706567867508,0
PARK,Golden Gate Park,0,3,-0.28333390185552926,0
PARK,Golden Gate Park,1,3,-0.28333390185552926,0
PARK,Golden Gate Park,2,3,-0.28333390185552926,0
PARK,Golden Gate Park,4,1,-0.2920706567867508,0
PARK,Golden Gate Park,5,9,-0.2571236370618646,0
PARK,Golden Gate Park,6,10,-0.2527552595962538,0
PARK,Golden Gate Park,7,21,-0.2047031074745352,0
PARK,Golden Gate Park,8,38,-0.13044069055915197,0
PARK,Golden Gate Park,9,36,-0.13917744549037353,0
PARK,Golden Gate Park,10,38,-0.13044069055915197,0
PARK,Golden Gate Park,11,38,-0.13044069055915197,0
PARK,Golden Gate Park,12,38,-0.13044069055915197,0
PARK,Golden Gate Park,13,28,-0.17412446521525976,0
PARK,Golden Gate Park,14,17,-0.22217661733697833,0
PARK,Golden Gate Park,15,16,-0.2265449948025891,0
PARK,Golden Gate Park,16,24,-0.19159797507770288,0
PARK,Golden Gate Park,17,9,-0.2571236370618646,0
PARK,Golden Gate Park,18,9,-0.2571236370618646,0
PARK,Golden Gate Park,19,5,-0.2745971469243077,0
PARK,Golden Gate Park,20,7,-0.26586039199308614,0
PARK,Golden Gate Park,21,4,-0.27896552438991845,0
PARK,Golden Gate Park,22,3,-0.28333390185552926,0
PARK,Golden Gate Park,23,5,-0.2745971469243077,0
PARK,Haight Ashbury,0,52,-0.06928340604060107,0
PARK,Haight Ashbury,1,49,-0.0823885384374334,0
PARK,Haight Ashbury,2,56,-0.05180989617815795,0
PARK,Haight Ashbury,3,38,-0.13044069055915197,0
PARK,Haight Ashbury,4,25,-0.1872295976120921,0
PARK,Haight Ashbury,5,31,-0.16101933281842742,0
PARK,Haight Ashbury,6,181,0.4942372870231894,4
PARK,Haight Ashbury,7,152,0.36755434052047686,4
PARK,Haight Ashbury,8,195,0.5553945715417403,4
PARK,Haight Ashbury,9,231,0.7126561603037284,4
PARK,Haight Ashbury,10,159,0.3981329827797523,4
PARK,Haight Ashbury,11,167,0.4330800025046385,4
PARK,Haight Ashbury,12,172,0.45492188983269244,4
PARK,Haight Ashbury,13,187,0.5204475518168541,4
PARK,Haight Ashbury,14,153,0.3719227179860876,4
PARK,Haight Ashbury,15,168,0.4374483799702493,4
PARK,Haight Ashbury,16,196,0.559762949007351,4
PARK,Haight Ashbury,17,173,0.4592902672983032,4
PARK,Haight Ashbury,18,130,0.27145003627703973,4
PARK,Haight Ashbury,19,113,0.19718761936165646,4
PARK,Haight Ashbury,20,80,0.05303116299650075,4
PARK,Haight Ashbury,21,81,0.05739954046211153,4
PARK,Haight Ashbury,22,85,0.07487305032455464,4
PARK,Haight Ashbury,23,55,-0.05617827364376873,0
PARK,Hayes Valley,4,1,-0.2920706567867508,0
PARK,Hayes Valley,9,1,-0.2920706567867508,0
PARK,Hayes Valley,11,2,-0.28770227932114,0
PARK,Hayes Valley,14,1,-0.2920706567867508,0
PARK,Hayes Valley,17,2,-0.28770227932114,0
PARK,Hayes Valley,18,1,-0.2920706567867508,0
PARK,Hayes Valley,20,1,-0.2920706567867508,0
PARK,Hayes Valley,22,1,-0.2920706567867508,0
PARK,Inner Sunset,0,39,-0.1260723130935412,0
PARK,Inner Sunset,1,37,-0.13480906802476275,0
PARK,Inner Sunset,2,34,-0.1479142004215951,0
PARK,Inner Sunset,3,38,-0.13044069055915197,0
